PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"28963504","Selection on start codons in prokaryotes and potential compensatory nucleotide substitutions","Belinky F, Rogozin IB, Koonin EV.","Sci Rep. 2017 Sep 29;7(1):12422. doi: 10.1038/s41598-017-12619-6.","Belinky F","Sci Rep","2017","2017/10/01","PMC5622118","","10.1038/s41598-017-12619-6"
"28575391","Protein-Sol: a web tool for predicting protein solubility from sequence","Hebditch M, Carballo-Amador MA, Charonis S, Curtis R, Warwicker J.","Bioinformatics. 2017 Oct 1;33(19):3098-3100. doi: 10.1093/bioinformatics/btx345.","Hebditch M","Bioinformatics","2017","2017/06/03","PMC5870856","","10.1093/bioinformatics/btx345"
"33384439","Genetic information from discordant sibling pairs points to ESRP2 as a candidate trans-acting regulator of the CF modifier gene SCNN1B","Becker T, Pich A, Tamm S, Hedtfeld S, Ibrahim M, Altmüller J, Dalibor N, Toliat MR, Janciauskiene S, Tümmler B, Stanke F.","Sci Rep. 2020 Dec 31;10(1):22447. doi: 10.1038/s41598-020-79804-y.","Becker T","Sci Rep","2020","2021/01/01","PMC7775467","","10.1038/s41598-020-79804-y"
"40002419","Origins of Ultrasensitivity and Complex Signaling Dynamics of Cellular Hydrogen Peroxide and Peroxiredoxin","Liu S, Pi J, Zhang Q.","Antioxidants (Basel). 2025 Feb 18;14(2):235. doi: 10.3390/antiox14020235.","Liu S","Antioxidants (Basel)","2025","2025/02/26","PMC11852172","","10.3390/antiox14020235"
"38102123","Mapping protein states and interactions across the tree of life with co-fractionation mass spectrometry","Skinnider MA, Akinlaja MO, Foster LJ.","Nat Commun. 2023 Dec 15;14(1):8365. doi: 10.1038/s41467-023-44139-5.","Skinnider MA","Nat Commun","2023","2023/12/15","PMC10724252","","10.1038/s41467-023-44139-5"
"27173435","An organelle-specific protein landscape identifies novel diseases and molecular mechanisms","Boldt K, van Reeuwijk J, Lu Q, Koutroumpas K, Nguyen TM, Texier Y, van Beersum SE, Horn N, Willer JR, Mans DA, Dougherty G, Lamers IJ, Coene KL, Arts HH, Betts MJ, Beyer T, Bolat E, Gloeckner CJ, Haidari K, Hetterschijt L, Iaconis D, Jenkins D, Klose F, Knapp B, Latour B, Letteboer SJ, Marcelis CL, Mitic D, Morleo M, Oud MM, Riemersma M, Rix S, Terhal PA, Toedt G, van Dam TJ, de Vrieze E, Wissinger Y, Wu KM, Apic G, Beales PL, Blacque OE, Gibson TJ, Huynen MA, Katsanis N, Kremer H, Omran H, van Wijk E, Wolfrum U, Kepes F, Davis EE, Franco B, Giles RH, Ueffing M, Russell RB, Roepman R; UK10K Rare Diseases Group.","Nat Commun. 2016 May 13;7:11491. doi: 10.1038/ncomms11491.","Boldt K","Nat Commun","2016","2016/05/14","PMC4869170","","10.1038/ncomms11491"
"31819260","The functional landscape of the human phosphoproteome","Ochoa D, Jarnuczak AF, Viéitez C, Gehre M, Soucheray M, Mateus A, Kleefeldt AA, Hill A, Garcia-Alonso L, Stein F, Krogan NJ, Savitski MM, Swaney DL, Vizcaíno JA, Noh KM, Beltrao P.","Nat Biotechnol. 2020 Mar;38(3):365-373. doi: 10.1038/s41587-019-0344-3. Epub 2019 Dec 9.","Ochoa D","Nat Biotechnol","2020","2019/12/11","PMC7100915","EMS84831","10.1038/s41587-019-0344-3"
"35819203","Structure of the human RAD17-RFC clamp loader and 9-1-1 checkpoint clamp bound to a dsDNA-ssDNA junction","Day M, Oliver AW, Pearl LH.","Nucleic Acids Res. 2022 Aug 12;50(14):8279-8289. doi: 10.1093/nar/gkac588.","Day M","Nucleic Acids Res","2022","2022/07/12","PMC9371934","","10.1093/nar/gkac588"
"33718275","Rv3722c Promotes Mycobacterium tuberculosis Survival in Macrophages by Interacting With TRAF3","Lei Y, Cao X, Xu W, Yang B, Xu Y, Zhou W, Dong S, Wu Q, Rahman K, Tyagi R, Zhao S, Chen X, Cao G.","Front Cell Infect Microbiol. 2021 Feb 25;11:627798. doi: 10.3389/fcimb.2021.627798. eCollection 2021.","Lei Y","Front Cell Infect Microbiol","2021","2021/03/15","PMC7947218","","10.3389/fcimb.2021.627798"
"32694138","Codon Usage Optimization in the Prokaryotic Tree of Life: How Synonymous Codons Are Differentially Selected in Sequence Domains with Different Expression Levels and Degrees of Conservation","López JL, Lozano MJ, Fabre ML, Lagares A.","mBio. 2020 Jul 21;11(4):e00766-20. doi: 10.1128/mBio.00766-20.","López JL","mBio","2020","2020/07/23","PMC7374057","","10.1128/mBio.00766-20"
"36291707","Construction and Analysis of an Enzyme-Constrained Metabolic Model of Corynebacterium glutamicum","Niu J, Mao Z, Mao Y, Wu K, Shi Z, Yuan Q, Cai J, Ma H.","Biomolecules. 2022 Oct 17;12(10):1499. doi: 10.3390/biom12101499.","Niu J","Biomolecules","2022","2022/10/27","PMC9599660","","10.3390/biom12101499"
"32751599","Displacement of Slow-Turnover DNA Glycosylases by Molecular Traffic on DNA","Yudkina AV, Endutkin AV, Diatlova EA, Moor NA, Vokhtantsev IP, Grin IR, Zharkov DO.","Genes (Basel). 2020 Jul 30;11(8):866. doi: 10.3390/genes11080866.","Yudkina AV","Genes (Basel)","2020","2020/08/06","PMC7465369","","10.3390/genes11080866"
"31621842","Unique Shine-Dalgarno Sequences in Cyanobacteria and Chloroplasts Reveal Evolutionary Differences in Their Translation Initiation","Wei Y, Xia X.","Genome Biol Evol. 2019 Nov 1;11(11):3194-3206. doi: 10.1093/gbe/evz227.","Wei Y","Genome Biol Evol","2019","2019/10/18","PMC6847405","","10.1093/gbe/evz227"
"36802545","Combining Selective Enrichment and a Boosting Approach to Globally and Site-Specifically Characterize Protein Co-translational O-GlcNAcylation","Xu S, Yin K, Wu R.","Anal Chem. 2023 Mar 7;95(9):4371-4380. doi: 10.1021/acs.analchem.2c04779. Epub 2023 Feb 20.","Xu S","Anal Chem","2023","2023/02/21","PMC9996615","","10.1021/acs.analchem.2c04779"
"34930424","The economics of organellar gene loss and endosymbiotic gene transfer","Kelly S.","Genome Biol. 2021 Dec 20;22(1):345. doi: 10.1186/s13059-021-02567-w.","Kelly S","Genome Biol","2021","2021/12/21","PMC8686548","","10.1186/s13059-021-02567-w"
"37469707","gtAI: an improved species-specific tRNA adaptation index using the genetic algorithm","Anwar AM, Khodary SM, Ahmed EA, Osama A, Ezzeldin S, Tanios A, Mahgoub S, Magdeldin S.","Front Mol Biosci. 2023 Jul 4;10:1218518. doi: 10.3389/fmolb.2023.1218518. eCollection 2023.","Anwar AM","Front Mol Biosci","2023","2023/07/20","PMC10352787","","10.3389/fmolb.2023.1218518"
"34661238","PQN-59 and GTBP-1 contribute to stress granule formation but are not essential for their assembly in C. elegans embryos","Abbatemarco S, Bondaz A, Schwager F, Wang J, Hammell CM, Gotta M.","J Cell Sci. 2021 Nov 15;134(22):jcs258834. doi: 10.1242/jcs.258834. Epub 2021 Nov 15.","Abbatemarco S","J Cell Sci","2021","2021/10/18","PMC8645233","","10.1242/jcs.258834"
"35617157","A yeast cell cycle model integrating stress, signaling, and physiology","Adler SO, Spiesser TW, Uschner F, Münzner U, Hahn J, Krantz M, Klipp E.","FEMS Yeast Res. 2022 Jun 30;22(1):foac026. doi: 10.1093/femsyr/foac026.","Adler SO","FEMS Yeast Res","2022","2022/05/26","PMC9246278","","10.1093/femsyr/foac026"
"31138098","Widespread selection for extremely high and low levels of secondary structure in coding sequences across all domains of life","Gebert D, Jehn J, Rosenkranz D.","Open Biol. 2019 May 31;9(5):190020. doi: 10.1098/rsob.190020. Epub 2019 May 29.","Gebert D","Open Biol","2019","2019/05/30","PMC6544989","","10.1098/rsob.190020"
"28430886","Intrinsic protein disorder reduces small-scale gene duplicability","Banerjee S, Feyertag F, Alvarez-Ponce D.","DNA Res. 2017 Aug 1;24(4):435-444. doi: 10.1093/dnares/dsx015.","Banerjee S","DNA Res","2017","2017/04/22","PMC5737077","","10.1093/dnares/dsx015"
"37415455","Computational approaches for molecular characterization and structure-based functional elucidation of a hypothetical protein from Mycobacterium tuberculosis","Saikat ASM.","Genomics Inform. 2023 Jun;21(2):e25. doi: 10.5808/gi.23001. Epub 2023 Jun 30.","Saikat ASM","Genomics Inform","2023","2023/07/07","PMC10326535","","10.5808/gi.23001"
"37071682","Cross-linking mass spectrometry discovers, evaluates, and corroborates structures and protein-protein interactions in the human cell","Bartolec TK, Vázquez-Campos X, Norman A, Luong C, Johnson M, Payne RJ, Wilkins MR, Mackay JP, Low JKK.","Proc Natl Acad Sci U S A. 2023 Apr 25;120(17):e2219418120. doi: 10.1073/pnas.2219418120. Epub 2023 Apr 18.","Bartolec TK","Proc Natl Acad Sci U S A","2023","2023/04/18","PMC10151615","","10.1073/pnas.2219418120"
"33425989","Stochastic Analysis Demonstrates the Dual Role of Hfq in Chaperoning E. coli Sugar Shock Response","Bianchi DM, Brier TA, Poddar A, Azam MS, Vanderpool CK, Ha T, Luthey-Schulten Z.","Front Mol Biosci. 2020 Dec 23;7:593826. doi: 10.3389/fmolb.2020.593826. eCollection 2020.","Bianchi DM","Front Mol Biosci","2020","2021/01/11","PMC7786190","","10.3389/fmolb.2020.593826"
"39256561","The fitness cost of spurious phosphorylation","Bradley D, Hogrebe A, Dandage R, Dubé AK, Leutert M, Dionne U, Chang A, Villén J, Landry CR.","EMBO J. 2024 Oct;43(20):4720-4751. doi: 10.1038/s44318-024-00200-7. Epub 2024 Sep 10.","Bradley D","EMBO J","2024","2024/09/10","PMC11480408","","10.1038/s44318-024-00200-7"
"39519170","SARS-CoV-2 Displays a Suboptimal Codon Usage Bias for Efficient Translation in Human Cells Diverted by Hijacking the tRNA Epitranscriptome","Eldin P, David A, Hirtz C, Battini JL, Briant L.","Int J Mol Sci. 2024 Oct 29;25(21):11614. doi: 10.3390/ijms252111614.","Eldin P","Int J Mol Sci","2024","2024/11/09","PMC11546939","","10.3390/ijms252111614"
"38243131","An ETFDH-driven metabolon supports OXPHOS efficiency in skeletal muscle by regulating coenzyme Q homeostasis","Herrero Martín JC, Salegi Ansa B, Álvarez-Rivera G, Domínguez-Zorita S, Rodríguez-Pombo P, Pérez B, Calvo E, Paradela A, Miguez DG, Cifuentes A, Cuezva JM, Formentini L.","Nat Metab. 2024 Feb;6(2):209-225. doi: 10.1038/s42255-023-00956-y. Epub 2024 Jan 19.","Herrero Martín JC","Nat Metab","2024","2024/01/19","PMC10896730","","10.1038/s42255-023-00956-y"
"38717300","Integrated Proteomics Analysis of Baseline Protein Expression in Pig Tissues","Wang S, Collins A, Prakash A, Fexova S, Papatheodorou I, Jones AR, Vizcaíno JA.","J Proteome Res. 2024 Jun 7;23(6):1948-1959. doi: 10.1021/acs.jproteome.3c00741. Epub 2024 May 8.","Wang S","J Proteome Res","2024","2024/05/08","PMC11165573","","10.1021/acs.jproteome.3c00741"
"39796192","Position-Dependent Effects of AP Sites Within an hTERT Promoter G-Quadruplex Scaffold on Quadruplex Stability and Repair Activity of the APE1 Enzyme","Savitskaya VY, Novoselov KA, Dolinnaya NG, Monakhova MV, Snyga VG, Diatlova EA, Peskovatskova ES, Golyshev VM, Kitaeva MI, Eroshenko DA, Zvereva MI, Zharkov DO, Kubareva EA.","Int J Mol Sci. 2025 Jan 2;26(1):337. doi: 10.3390/ijms26010337.","Savitskaya VY","Int J Mol Sci","2025","2025/01/11","PMC11720163","","10.3390/ijms26010337"
"30833614","Cationic Intrinsically Disordered Antimicrobial Peptides (CIDAMPs) Represent a New Paradigm of Innate Defense with a Potential for Novel Anti-Infectives","Latendorf T, Gerstel U, Wu Z, Bartels J, Becker A, Tholey A, Schröder JM.","Sci Rep. 2019 Mar 4;9(1):3331. doi: 10.1038/s41598-019-39219-w.","Latendorf T","Sci Rep","2019","2019/03/06","PMC6399351","","10.1038/s41598-019-39219-w"
"30607034","Comprehensive identification of RNA-protein interactions in any organism using orthogonal organic phase separation (OOPS)","Queiroz RML, Smith T, Villanueva E, Marti-Solano M, Monti M, Pizzinga M, Mirea DM, Ramakrishna M, Harvey RF, Dezi V, Thomas GH, Willis AE, Lilley KS.","Nat Biotechnol. 2019 Feb;37(2):169-178. doi: 10.1038/s41587-018-0001-2. Epub 2019 Jan 3.","Queiroz RML","Nat Biotechnol","2019","2019/01/05","PMC6591131","EMS83427","10.1038/s41587-018-0001-2"
"40425728","Proteomic surveys of the mouse heart unveil cardiovascular responses to nitric oxide/cGMP signaling deficiencies","Mohanty I, Fazelinia H, Raimo S, Ding H, Spruce L, Symeonidou M, Tenopoulou M, Ichinose F, Yamashita H, Shimokawa H, Masato T, Doulias PT, Ischiropoulos H.","Commun Biol. 2025 May 27;8(1):817. doi: 10.1038/s42003-025-08203-8.","Mohanty I","Commun Biol","2025","2025/05/27","PMC12116794","","10.1038/s42003-025-08203-8"
"32726614","Mitochondria and Peroxisome Remodeling across Cytomegalovirus Infection Time Viewed through the Lens of Inter-ViSTA","Federspiel JD, Cook KC, Kennedy MA, Venkatesh SS, Otter CJ, Hofstadter WA, Jean Beltran PM, Cristea IM.","Cell Rep. 2020 Jul 28;32(4):107943. doi: 10.1016/j.celrep.2020.107943.","Federspiel JD","Cell Rep","2020","2020/07/30","PMC8489195","NIHMS1616081","10.1016/j.celrep.2020.107943"
"38028201","Unveiling the role of PUS7-mediated pseudouridylation in host protein interactions specific for the SARS-CoV-2 RNA genome","Giambruno R, Zacco E, Ugolini C, Vandelli A, Mulroney L, D'Onghia M, Giuliani B, Criscuolo E, Castelli M, Clementi N, Clementi M, Mancini N, Bonaldi T, Gustincich S, Leonardi T, Tartaglia GG, Nicassio F.","Mol Ther Nucleic Acids. 2023 Oct 25;34:102052. doi: 10.1016/j.omtn.2023.102052. eCollection 2023 Dec 12.","Giambruno R","Mol Ther Nucleic Acids","2023","2023/11/29","PMC10630655","","10.1016/j.omtn.2023.102052"
"33015833","Who with whom: functional coordination of E2 enzymes by RING E3 ligases during poly-ubiquitylation","Lips C, Ritterhoff T, Weber A, Janowska MK, Mustroph M, Sommer T, Klevit RE.","EMBO J. 2020 Nov 16;39(22):e104863. doi: 10.15252/embj.2020104863. Epub 2020 Oct 5.","Lips C","EMBO J","2020","2020/10/05","PMC7667886","","10.15252/embj.2020104863"
"33813307","A SARS-CoV-2 -human metalloproteome interaction map","Chasapis CT, Georgiopoulou AK, Perlepes SP, Bjørklund G, Peana M.","J Inorg Biochem. 2021 Jun;219:111423. doi: 10.1016/j.jinorgbio.2021.111423. Epub 2021 Mar 13.","Chasapis CT","J Inorg Biochem","2021","2021/04/04","PMC7955571","","10.1016/j.jinorgbio.2021.111423"
"27503897","Human Sirtuin 2 Localization, Transient Interactions, and Impact on the Proteome Point to Its Role in Intracellular Trafficking","Budayeva HG, Cristea IM.","Mol Cell Proteomics. 2016 Oct;15(10):3107-3125. doi: 10.1074/mcp.M116.061333. Epub 2016 Aug 8.","Budayeva HG","Mol Cell Proteomics","2016","2016/08/10","PMC5054338","","10.1074/mcp.M116.061333"
"27606708","Protective and Pathogenic Roles of CD8+ T Lymphocytes in Murine Orientia tsutsugamushi Infection","Hauptmann M, Kolbaum J, Lilla S, Wozniak D, Gharaibeh M, Fleischer B, Keller CA.","PLoS Negl Trop Dis. 2016 Sep 8;10(9):e0004991. doi: 10.1371/journal.pntd.0004991. eCollection 2016 Sep.","Hauptmann M","PLoS Negl Trop Dis","2016","2016/09/09","PMC5015871","","10.1371/journal.pntd.0004991"
"36677469","ecBSU1: A Genome-Scale Enzyme-Constrained Model of Bacillus subtilis Based on the ECMpy Workflow","Wu K, Mao Z, Mao Y, Niu J, Cai J, Yuan Q, Yun L, Liao X, Wang Z, Ma H.","Microorganisms. 2023 Jan 11;11(1):178. doi: 10.3390/microorganisms11010178.","Wu K","Microorganisms","2023","2023/01/21","PMC9864840","","10.3390/microorganisms11010178"
"36630955","Zinc-finger protein Zpr1 is a bespoke chaperone essential for eEF1A biogenesis","Sabbarini IM, Reif D, McQuown AJ, Nelliat AR, Prince J, Membreno BS, Wu CC, Murray AW, Denic V.","Mol Cell. 2023 Jan 19;83(2):252-265.e13. doi: 10.1016/j.molcel.2022.12.012. Epub 2023 Jan 10.","Sabbarini IM","Mol Cell","2023","2023/01/11","PMC10016025","NIHMS1864759","10.1016/j.molcel.2022.12.012"
"36876065","Cdc14 phosphatase contributes to cell wall integrity and pathogenesis in Candida albicans","Milholland KL, AbdelKhalek A, Baker KM, Hoda S, DeMarco AG, Naughton NH, Koeberlein AN, Lorenz GR, Anandasothy K, Esperilla-Muñoz A, Narayanan SK, Correa-Bordes J, Briggs SD, Hall MC.","Front Microbiol. 2023 Feb 16;14:1129155. doi: 10.3389/fmicb.2023.1129155. eCollection 2023.","Milholland KL","Front Microbiol","2023","2023/03/06","PMC9977832","","10.3389/fmicb.2023.1129155"
"30381461","In vivo 3'-to-5' exoribonuclease targetomes of Streptococcus pyogenes","Lécrivain AL, Le Rhun A, Renault TT, Ahmed-Begrich R, Hahnke K, Charpentier E.","Proc Natl Acad Sci U S A. 2018 Nov 13;115(46):11814-11819. doi: 10.1073/pnas.1809663115. Epub 2018 Oct 31.","Lécrivain AL","Proc Natl Acad Sci U S A","2018","2018/11/02","PMC6243249","","10.1073/pnas.1809663115"
"35625823","Cathelicidin LL-37 in Health and Diseases of the Oral Cavity","Tokajuk J, Deptuła P, Piktel E, Daniluk T, Chmielewska S, Wollny T, Wolak P, Fiedoruk K, Bucki R.","Biomedicines. 2022 May 7;10(5):1086. doi: 10.3390/biomedicines10051086.","Tokajuk J","Biomedicines","2022","2022/05/28","PMC9138798","","10.3390/biomedicines10051086"
"30066640","A study on multi-omic oscillations in Escherichia coli metabolic networks","Bardozzo F, Lió P, Tagliaferri R.","BMC Bioinformatics. 2018 Jul 9;19(Suppl 7):194. doi: 10.1186/s12859-018-2175-5.","Bardozzo F","BMC Bioinformatics","2018","2018/08/02","PMC6069781","","10.1186/s12859-018-2175-5"
"35666183","Integrative analysis and prediction of human R-loop binding proteins","Kumar A, Fournier LA, Stirling PC.","G3 (Bethesda). 2022 Jul 29;12(8):jkac142. doi: 10.1093/g3journal/jkac142.","Kumar A","G3 (Bethesda)","2022","2022/06/06","PMC9339281","","10.1093/g3journal/jkac142"
"32170109","Sjögren syndrome/scleroderma autoantigen 1 is a direct Tankyrase binding partner in cancer cells","Perdreau-Dahl H, Progida C, Barfeld SJ, Guldsten H, Thiede B, Arntzen M, Bakke O, Mills IG, Krauss S, Morth JP.","Commun Biol. 2020 Mar 13;3(1):123. doi: 10.1038/s42003-020-0851-2.","Perdreau-Dahl H","Commun Biol","2020","2020/03/15","PMC7070046","","10.1038/s42003-020-0851-2"
"37789867","Decoding stoichiometric protein synthesis in E. coli through translation rate parameters","Irshad IU, Sharma AK.","Biophys Rep (N Y). 2023 Sep 14;3(4):100131. doi: 10.1016/j.bpr.2023.100131. eCollection 2023 Dec 13.","Irshad IU","Biophys Rep (N Y)","2023","2023/10/04","PMC10542608","","10.1016/j.bpr.2023.100131"
"32024885","Synthetic analogues of 2-oxo acids discriminate metabolic contribution of the 2-oxoglutarate and 2-oxoadipate dehydrogenases in mammalian cells and tissues","Artiukhov AV, Grabarska A, Gumbarewicz E, Aleshin VA, Kähne T, Obata T, Kazantsev AV, Lukashev NV, Stepulak A, Fernie AR, Bunik VI.","Sci Rep. 2020 Feb 5;10(1):1886. doi: 10.1038/s41598-020-58701-4.","Artiukhov AV","Sci Rep","2020","2020/02/07","PMC7002488","","10.1038/s41598-020-58701-4"
"32486308","Protein Glycation in Plants-An Under-Researched Field with Much Still to Discover","Rabbani N, Al-Motawa M, Thornalley PJ.","Int J Mol Sci. 2020 May 30;21(11):3942. doi: 10.3390/ijms21113942.","Rabbani N","Int J Mol Sci","2020","2020/06/04","PMC7312737","","10.3390/ijms21113942"
"31073893","Comprehensive Analysis of Protein Glycation Reveals Its Potential Impacts on Protein Degradation and Gene Expression in Human Cells","Sun F, Suttapitugsakul S, Xiao H, Wu R.","J Am Soc Mass Spectrom. 2019 Dec;30(12):2480-2490. doi: 10.1007/s13361-019-02197-4. Epub 2019 May 9.","Sun F","J Am Soc Mass Spectrom","2019","2019/05/11","PMC6842084","NIHMS1529059","10.1007/s13361-019-02197-4"
"34529719","Mild phenotype of knockouts of the major apurinic/apyrimidinic endonuclease APEX1 in a non-cancer human cell line","Kim DV, Kulishova LM, Torgasheva NA, Melentyev VS, Dianov GL, Medvedev SP, Zakian SM, Zharkov DO.","PLoS One. 2021 Sep 16;16(9):e0257473. doi: 10.1371/journal.pone.0257473. eCollection 2021.","Kim DV","PLoS One","2021","2021/09/16","PMC8445474","","10.1371/journal.pone.0257473"
"34469731","iRQC, a surveillance pathway for 40S ribosomal quality control during mRNA translation initiation","Garshott DM, An H, Sundaramoorthy E, Leonard M, Vicary A, Harper JW, Bennett EJ.","Cell Rep. 2021 Aug 31;36(9):109642. doi: 10.1016/j.celrep.2021.109642.","Garshott DM","Cell Rep","2021","2021/09/01","PMC8997904","NIHMS1786482","10.1016/j.celrep.2021.109642"
"27838629","Drift Barriers to Quality Control When Genes Are Expressed at Different Levels","Xiong K, McEntee JP, Porfirio DJ, Masel J.","Genetics. 2017 Jan;205(1):397-407. doi: 10.1534/genetics.116.192567. Epub 2016 Nov 11.","Xiong K","Genetics","2017","2016/11/14","PMC5223517","","10.1534/genetics.116.192567"
"34610008","Analysis of 11,430 recombinant protein production experiments reveals that protein yield is tunable by synonymous codon changes of translation initiation sites","Bhandari BK, Lim CS, Remus DM, Chen A, van Dolleweerd C, Gardner PP.","PLoS Comput Biol. 2021 Oct 5;17(10):e1009461. doi: 10.1371/journal.pcbi.1009461. eCollection 2021 Oct.","Bhandari BK","PLoS Comput Biol","2021","2021/10/05","PMC8519471","","10.1371/journal.pcbi.1009461"
"39333715","Proteome-wide copy-number estimation from transcriptomics","Sweatt AJ, Griffiths CD, Groves SM, Paudel BB, Wang L, Kashatus DF, Janes KA.","Mol Syst Biol. 2024 Nov;20(11):1230-1256. doi: 10.1038/s44320-024-00064-3. Epub 2024 Sep 27.","Sweatt AJ","Mol Syst Biol","2024","2024/09/27","PMC11535397","","10.1038/s44320-024-00064-3"
"30185590","Qualitative Differences in Capsidless L-Particles Released as a By-Product of Bovine Herpesvirus 1 and Herpes Simplex Virus 1 Infections","Russell T, Bleasdale B, Hollinshead M, Elliott G.","J Virol. 2018 Oct 29;92(22):e01259-18. doi: 10.1128/JVI.01259-18. Print 2018 Nov 15.","Russell T","J Virol","2018","2018/09/07","PMC6206470","","10.1128/JVI.01259-18"
"35225431","A human kinase yeast array for the identification of kinases modulating phosphorylation-dependent protein-protein interactions","Jehle S, Kunowska N, Benlasfer N, Woodsmith J, Weber G, Wahl MC, Stelzl U.","Mol Syst Biol. 2022 Mar;18(3):e10820. doi: 10.15252/msb.202110820.","Jehle S","Mol Syst Biol","2022","2022/02/28","PMC8883442","","10.15252/msb.202110820"
"37653243","Specific recognition and ubiquitination of translating ribosomes by mammalian CCR4-NOT","Absmeier E, Chandrasekaran V, O'Reilly FJ, Stowell JAW, Rappsilber J, Passmore LA.","Nat Struct Mol Biol. 2023 Sep;30(9):1314-1322. doi: 10.1038/s41594-023-01075-8. Epub 2023 Aug 31.","Absmeier E","Nat Struct Mol Biol","2023","2023/08/31","PMC7615087","EMS187422","10.1038/s41594-023-01075-8"
"40746547","TOX, through a glass, darkly","Hogan PG, Villalobos Reveles B, Arteaga Vazquez LJ.","Front Immunol. 2025 Jul 17;16:1576468. doi: 10.3389/fimmu.2025.1576468. eCollection 2025.","Hogan PG","Front Immunol","2025","2025/08/01","PMC12311638","","10.3389/fimmu.2025.1576468"
"39828902","PI5P4K inhibitors: promising opportunities and challenges","Takeuchi K, Nagase L, Kageyama S, Kanoh H, Oshima M, Ogawa-Iio A, Ikeda Y, Fujii Y, Kondo S, Osaka N, Masuda T, Ishihara T, Nakamura Y, Hirota Y, Sasaki T, Senda T, Sasaki AT.","FEBS J. 2025 Sep;292(17):4446-4476. doi: 10.1111/febs.17393. Epub 2025 Jan 19.","Takeuchi K","FEBS J","2025","2025/01/19","PMC12276927","NIHMS2047597","10.1111/febs.17393"
"34025951","Codon-based indices for modeling gene expression and transcript evolution","Bahiri-Elitzur S, Tuller T.","Comput Struct Biotechnol J. 2021 Apr 22;19:2646-2663. doi: 10.1016/j.csbj.2021.04.042. eCollection 2021.","Bahiri-Elitzur S","Comput Struct Biotechnol J","2021","2021/05/24","PMC8122159","","10.1016/j.csbj.2021.04.042"
"36332009","Oxidized thioredoxin-1 restrains the NLRP1 inflammasome","Ball DP, Tsamouri LP, Wang AE, Huang HC, Warren CD, Wang Q, Edmondson IH, Griswold AR, Rao SD, Johnson DC, Bachovchin DA.","Sci Immunol. 2022 Nov 11;7(77):eabm7200. doi: 10.1126/sciimmunol.abm7200. Epub 2022 Nov 4.","Ball DP","Sci Immunol","2022","2022/11/04","PMC9850498","NIHMS1861555","10.1126/sciimmunol.abm7200"
"33857305","Innate immunity to yeast prions: Btn2p and Cur1p curing of the [URE3] prion is prevented by 60S ribosomal protein deficiency or ubiquitin/proteasome system overactivity","Bezsonov EE, Edskes HK, Wickner RB.","Genetics. 2021 Apr 15;217(4):iyab013. doi: 10.1093/genetics/iyab013.","Bezsonov EE","Genetics","2021","2021/04/15","PMC8049550","","10.1093/genetics/iyab013"
"36249025","Personalized quantitative models of NAD metabolism in hepatocellular carcinoma identify a subgroup with poor prognosis","Chedere A, Mishra M, Kulkarni O, Sriraman S, Chandra N.","Front Oncol. 2022 Sep 30;12:954512. doi: 10.3389/fonc.2022.954512. eCollection 2022.","Chedere A","Front Oncol","2022","2022/10/17","PMC9565660","","10.3389/fonc.2022.954512"
"31490122","Remote control of microtubule plus-end dynamics and function from the minus-end","Chen X, Widmer LA, Stangier MM, Steinmetz MO, Stelling J, Barral Y.","Elife. 2019 Sep 6;8:e48627. doi: 10.7554/eLife.48627.","Chen X","Elife","2019","2019/09/07","PMC6754230","","10.7554/eLife.48627"
"31525912","Degronomics: Mapping the Interacting Peptidome of a Ubiquitin Ligase Using an Integrative Mass Spectrometry Strategy","Canzani D, Rusnac DV, Zheng N, Bush MF.","Anal Chem. 2019 Oct 15;91(20):12775-12783. doi: 10.1021/acs.analchem.9b02331. Epub 2019 Sep 26.","Canzani D","Anal Chem","2019","2019/09/19","PMC6959985","NIHMS1053578","10.1021/acs.analchem.9b02331"
"34709640","Isolation and Identification of Dengue Virus Interactome with Human Plasma Proteins by Affinity Purification-Mass Spectrometry","Huerta V, Ramos Y.","Methods Mol Biol. 2022;2409:133-153. doi: 10.1007/978-1-0716-1879-0_10.","Huerta V","Methods Mol Biol","2022","2021/10/28","","","10.1007/978-1-0716-1879-0_10"
"32327655","Aspartate aminotransferase Rv3722c governs aspartate-dependent nitrogen metabolism in Mycobacterium tuberculosis","Jansen RS, Mandyoli L, Hughes R, Wakabayashi S, Pinkham JT, Selbach B, Guinn KM, Rubin EJ, Sacchettini JC, Rhee KY.","Nat Commun. 2020 Apr 23;11(1):1960. doi: 10.1038/s41467-020-15876-8.","Jansen RS","Nat Commun","2020","2020/04/25","PMC7181641","","10.1038/s41467-020-15876-8"
"37497076","Application of AllerCatPro 2.0 for protein safety assessments of consumer products","Krutz NL, Kimber I, Winget J, Nguyen MN, Limviphuvadh V, Maurer-Stroh S, Mahony C, Gerberick GF.","Front Allergy. 2023 Jul 11;4:1209495. doi: 10.3389/falgy.2023.1209495. eCollection 2023.","Krutz NL","Front Allergy","2023","2023/07/27","PMC10367106","","10.3389/falgy.2023.1209495"
